User_ID,Subscription_Tier,Num_Logins,Num_Searches,Num_Card_Views,Num_API_Calls,Num_Exports,Num_Emails_Sent,Churned
USER_01662,Enterprise,27,0,171,2472,9,33,0
USER_01663,Pro,9,25,53,0,5,8,0
USER_01664,Enterprise,17,60,155,2451,10,27,0
USER_01665,Enterprise,14,56,160,2457,17,36,0
USER_01666,Pro,11,22,41,96,4,5,0
USER_01667,Enterprise,16,63,135,2410,16,26,0
USER_01668,Pro,10,24,51,103,1,8,0
USER_01669,Enterprise,22,60,136,2570,13,25,0
USER_01670,Pro,6,0,50,109,4,5,0
USER_01671,Enterprise,27,48,148,2518,12,31,0
USER_01672,Enterprise,0,64,152,2472,13,30,0
USER_01673,Enterprise,11,60,140,2496,7,27,0
USER_01674,Enterprise,17,55,129,2516,10,23,0
USER_01675,Pro,2,25,56,99,2,6,0
USER_01676,Pro,6,24,44,107,1,8,0
USER_01677,Pro,7,20,52,88,2,4,0
USER_01678,Pro,9,26,48,97,1,5,0
USER_01679,Pro,11,22,47,0,1,4,0
USER_01680,Pro,5,26,48,0,3,3,0
USER_01681,Enterprise,16,0,122,0,15,38,1
USER_01682,Pro,3,21,39,111,1,6,0
USER_01683,Enterprise,22,56,156,2508,13,25,0
USER_01684,Pro,11,0,46,110,3,7,0
USER_01685,Enterprise,16,66,183,2534,10,32,0
USER_01686,Enterprise,24,52,146,2465,7,34,0
USER_01687,Pro,11,36,46,112,0,5,0
USER_01688,Pro,6,0,38,0,2,5,0
USER_01689,Enterprise,18,55,128,2478,12,37,0
USER_01690,Pro,15,24,36,93,1,0,0
USER_01691,Pro,10,27,42,100,5,5,0
USER_01692,Pro,7,28,45,100,2,4,0
USER_01693,Pro,12,26,0,110,1,2,0
USER_01694,Pro,5,29,53,106,3,3,1
USER_01695,Pro,5,16,53,108,3,8,0
USER_01696,Pro,10,24,47,99,0,6,0
USER_01697,Pro,4,17,50,100,1,6,0
USER_01698,Enterprise,15,48,149,2424,8,41,0
USER_01699,Pro,9,19,52,79,2,7,0
USER_01700,Enterprise,14,50,145,2506,10,0,0
USER_01701,Pro,9,24,51,113,4,4,0
USER_01702,Pro,9,31,47,94,0,3,0
USER_01703,Pro,6,36,46,89,4,0,0
USER_01704,Pro,8,25,44,109,2,5,0
USER_01705,Pro,10,0,0,101,3,3,0
USER_01706,Pro,2,20,51,98,6,1,0
USER_01707,Pro,6,20,50,101,3,5,0
USER_01708,Pro,11,24,53,91,0,8,0
USER_01709,Pro,7,28,41,101,1,6,0
USER_01710,Pro,9,27,50,83,0,4,1
USER_01711,Pro,8,29,54,104,0,6,0
USER_01712,Enterprise,0,67,0,2439,13,31,0
USER_01713,Pro,11,31,0,82,0,7,0
USER_01714,Pro,7,20,60,103,1,0,0
USER_01715,Enterprise,30,70,160,2510,15,41,0
USER_01716,Pro,6,22,49,97,3,2,1
USER_01717,Pro,10,19,55,89,5,4,0
USER_01718,Enterprise,25,63,164,2596,8,25,0
USER_01719,Pro,7,24,62,97,0,8,0
USER_01720,Pro,4,37,55,95,5,5,0
USER_01721,Pro,10,30,52,0,2,6,0
USER_01722,Pro,9,25,49,112,0,6,0
USER_01723,Pro,10,34,45,98,1,2,1
USER_01724,Pro,6,0,55,74,0,8,0
USER_01725,Pro,5,23,47,61,0,5,0
USER_01726,Pro,6,25,58,101,1,4,0
USER_01727,Enterprise,33,73,141,2485,12,33,0
USER_01728,Enterprise,18,75,151,2429,5,28,0
USER_01729,Pro,8,33,49,88,2,4,0
USER_01730,Pro,12,28,51,94,1,4,0
USER_01731,Pro,8,24,55,88,1,7,0
USER_01732,Pro,13,27,36,85,4,9,0
USER_01733,Pro,10,32,37,0,1,4,0
USER_01734,Pro,8,27,40,0,0,4,0
USER_01735,Enterprise,16,66,109,2560,8,37,0
USER_01736,Pro,5,20,45,120,1,5,0
USER_01737,Pro,7,25,45,86,2,10,0
USER_01738,Pro,5,28,63,103,1,5,0
USER_01739,Pro,7,33,44,99,2,6,0
USER_01740,Enterprise,31,62,137,2522,9,30,0
USER_01741,Enterprise,15,74,159,2476,10,31,0
USER_01742,Enterprise,18,0,145,2529,13,33,1
USER_01743,Pro,5,19,49,94,2,0,0
USER_01744,Pro,15,31,48,114,5,5,0
USER_01745,Pro,6,23,57,95,0,5,0
USER_01746,Pro,4,30,44,79,1,4,0
USER_01747,Pro,8,30,0,103,1,3,0
USER_01748,Enterprise,21,69,155,2510,14,33,0
USER_01749,Pro,6,25,47,127,4,3,0
USER_01750,Pro,0,22,41,87,1,5,0
USER_01751,Pro,6,19,54,104,3,2,0
USER_01752,Pro,5,26,52,119,5,3,0
USER_01753,Pro,5,0,46,109,0,5,0
USER_01754,Enterprise,21,58,153,2421,8,30,0
USER_01755,Enterprise,23,62,157,2544,0,28,0
USER_01756,Enterprise,21,47,146,2544,13,39,0
USER_01757,Pro,6,30,32,92,3,5,0
USER_01758,Pro,4,29,47,97,1,5,0
USER_01759,Pro,6,24,50,108,1,8,0
USER_01760,Pro,6,28,47,99,2,7,0
USER_01761,Enterprise,25,72,128,2507,4,0,0
USER_01762,Pro,5,34,55,109,2,7,0
USER_01763,Pro,10,25,49,105,3,5,0
USER_01764,Pro,8,26,39,96,1,5,0
USER_01765,Pro,8,20,49,92,3,4,0
USER_01766,Enterprise,19,64,154,2493,7,35,0
USER_01767,Pro,10,25,55,104,1,10,0
USER_01768,Pro,10,22,58,99,5,4,0
USER_01769,Pro,10,25,51,124,2,3,0
USER_01770,Pro,6,28,51,108,1,7,0
USER_01771,Enterprise,21,63,135,2584,8,28,0
USER_01772,Enterprise,13,75,162,2423,7,27,0
USER_01773,Enterprise,23,55,166,0,8,30,0
USER_01774,Enterprise,27,61,0,2443,15,24,0
USER_01775,Pro,8,21,55,95,4,5,0
USER_01776,Pro,10,17,49,78,2,6,0
USER_01777,Pro,8,0,0,109,3,10,0
USER_01778,Pro,5,27,43,109,1,2,0
USER_01779,Enterprise,29,48,150,2480,9,38,0
USER_01780,Pro,9,28,48,119,0,3,1
USER_01781,Enterprise,20,53,143,2553,10,0,0
USER_01782,Pro,0,23,47,106,1,5,0
USER_01783,Pro,3,23,40,93,2,3,0
USER_01784,Pro,4,19,51,83,4,2,0
USER_01785,Enterprise,29,60,157,2517,11,32,0
USER_01786,Pro,10,24,50,97,2,10,0
USER_01787,Pro,8,30,0,114,2,2,0
USER_01788,Pro,8,20,54,98,0,9,0
USER_01789,Pro,10,23,52,109,2,8,0
USER_01790,Pro,12,35,50,100,5,5,0
USER_01791,Enterprise,25,72,146,2540,8,30,0
USER_01792,Pro,8,29,46,84,2,7,0
USER_01793,Pro,8,19,46,101,3,2,0
USER_01794,Pro,9,18,54,93,1,3,0
USER_01795,Pro,9,26,56,109,3,6,0
USER_01796,Enterprise,20,44,154,2550,12,27,0
USER_01797,Pro,4,25,0,80,1,7,0
USER_01798,Pro,15,25,54,100,1,8,0
USER_01799,Pro,0,22,51,80,3,6,0
USER_01800,Enterprise,14,52,147,2503,7,27,0
USER_01801,Enterprise,20,58,155,2540,12,21,0
USER_01802,Pro,11,19,44,98,0,1,1
USER_01803,Pro,5,29,54,76,4,5,0
USER_01804,Pro,5,35,50,0,2,2,0
USER_01805,Enterprise,24,63,157,2537,10,24,0
USER_01806,Pro,8,28,59,109,1,6,0
USER_01807,Pro,7,25,49,92,3,8,0
USER_01808,Pro,5,30,56,0,2,5,0
USER_01809,Pro,8,21,53,88,5,5,0
USER_01810,Pro,12,27,51,103,0,5,0
USER_01811,Enterprise,0,61,159,2428,11,26,0
USER_01812,Pro,7,25,51,106,3,3,0
USER_01813,Pro,6,25,46,86,1,8,0
USER_01814,Pro,10,18,41,103,2,6,0
USER_01815,Enterprise,14,50,154,2493,8,19,0
USER_01816,Pro,5,35,51,120,2,9,0
USER_01817,Enterprise,14,74,171,2570,10,27,0
USER_01818,Pro,5,34,50,119,3,6,1
USER_01819,Pro,7,23,51,112,1,5,0
USER_01820,Pro,5,0,56,100,0,4,1
USER_01821,Pro,8,24,54,107,3,8,0
USER_01822,Pro,3,26,44,91,2,5,0
USER_01823,Enterprise,11,51,131,2483,8,29,0
USER_01824,Pro,8,26,55,90,1,3,1
USER_01825,Pro,8,25,45,93,3,5,0
USER_01826,Pro,13,21,52,88,1,6,0
USER_01827,Enterprise,27,61,132,2466,10,29,0
USER_01828,Enterprise,0,66,132,2500,9,31,0
USER_01829,Pro,17,25,54,83,3,5,0
USER_01830,Enterprise,22,61,141,2444,10,32,0
USER_01831,Pro,5,23,45,111,4,8,0
USER_01832,Pro,8,24,53,93,2,4,0
USER_01833,Enterprise,25,71,136,2499,11,23,0
USER_01834,Enterprise,15,61,0,2534,8,26,0
USER_01835,Pro,7,30,52,89,4,4,0
USER_01836,Pro,8,20,59,105,0,4,0
USER_01837,Pro,10,34,43,109,2,3,0
USER_01838,Enterprise,25,56,148,2525,9,23,0
USER_01839,Pro,6,19,56,94,2,4,0
USER_01840,Pro,13,28,48,107,3,5,0
USER_01841,Pro,6,33,44,100,3,7,0
USER_01842,Pro,11,31,47,81,4,2,0
USER_01843,Pro,4,25,51,115,6,2,1
USER_01844,Enterprise,25,46,170,2574,12,30,0
USER_01845,Pro,11,21,50,116,2,9,0
USER_01846,Pro,5,24,46,87,2,2,0
USER_01847,Pro,9,24,52,108,2,7,0
USER_01848,Enterprise,25,50,161,2552,13,34,0
USER_01849,Pro,8,27,38,89,1,4,0
USER_01850,Pro,8,20,50,88,2,3,0
USER_01851,Enterprise,20,60,134,2536,0,0,1
USER_01852,Enterprise,19,56,169,2488,11,29,0
USER_01853,Enterprise,23,51,137,2522,8,27,0
USER_01854,Enterprise,20,61,176,2489,14,37,0
USER_01855,Pro,0,0,66,88,2,6,0
USER_01856,Enterprise,18,63,142,2545,10,35,0
USER_01857,Pro,6,32,52,110,2,6,0
USER_01858,Enterprise,19,57,143,2603,13,24,0
USER_01859,Enterprise,20,71,140,2383,10,24,0
USER_01860,Enterprise,20,73,127,2568,6,29,0
USER_01861,Pro,9,19,46,89,7,5,0
USER_01862,Pro,6,30,51,84,2,2,0
USER_01863,Pro,8,28,38,97,0,4,0
USER_01864,Enterprise,21,57,153,2528,10,32,0
USER_01865,Enterprise,22,69,160,2597,8,25,0
USER_01866,Pro,7,13,48,121,4,7,0
USER_01867,Pro,4,28,51,114,0,1,1
USER_01868,Pro,10,23,39,106,0,9,0
USER_01869,Enterprise,22,59,160,2491,7,30,0
USER_01870,Enterprise,15,64,142,2509,10,34,0
USER_01871,Pro,8,18,58,101,2,8,0
USER_01872,Pro,9,29,53,92,2,0,0
USER_01873,Enterprise,18,80,137,2498,12,28,0
USER_01874,Enterprise,17,59,132,2595,12,19,0
USER_01875,Pro,9,24,43,97,1,6,0
USER_01876,Pro,6,21,54,125,0,3,1
USER_01877,Pro,8,24,53,105,2,4,0
USER_01878,Pro,8,27,45,105,3,1,0
USER_01879,Pro,12,16,64,86,2,5,0
USER_01880,Pro,7,20,44,100,4,3,0
USER_01881,Enterprise,0,71,133,2441,9,35,0
USER_01882,Pro,7,31,46,102,3,4,0
USER_01883,Enterprise,25,68,163,2501,16,35,0
USER_01884,Pro,6,25,50,107,0,7,0
USER_01885,Pro,8,27,41,122,2,4,0
USER_01886,Pro,11,23,57,106,2,4,0
USER_01887,Pro,16,30,49,94,2,3,0
USER_01888,Enterprise,0,0,143,2437,10,25,0
USER_01889,Enterprise,25,48,0,2501,7,33,0
USER_01890,Pro,6,20,44,96,0,4,0
USER_01891,Pro,8,21,45,103,1,5,0
USER_01892,Enterprise,16,61,168,2422,12,40,0
USER_01893,Pro,5,23,43,103,3,3,1
USER_01894,Pro,0,25,0,91,0,7,0
USER_01895,Enterprise,14,59,145,2501,11,27,0
USER_01896,Pro,5,25,59,0,2,8,0
USER_01897,Pro,9,27,49,105,2,6,0
USER_01898,Pro,7,18,47,119,1,4,0
USER_01899,Enterprise,25,60,155,2496,12,21,0
USER_01900,Pro,10,25,59,113,0,7,0
USER_01901,Pro,8,22,50,114,3,5,0
USER_01902,Enterprise,26,48,137,0,11,45,0
USER_01903,Pro,2,24,46,96,1,3,0
USER_01904,Enterprise,15,66,147,2508,12,28,0
USER_01905,Pro,9,21,50,113,2,5,0
USER_01906,Enterprise,20,60,151,2408,10,0,0
USER_01907,Pro,6,0,42,103,0,3,0
USER_01908,Pro,11,26,44,81,2,2,0
USER_01909,Pro,9,23,60,104,1,6,0
USER_01910,Pro,8,24,0,108,3,8,0
USER_01911,Enterprise,13,48,124,2542,11,31,0
USER_01912,Enterprise,18,64,135,2530,8,27,1
USER_01913,Pro,7,37,44,114,1,4,0
USER_01914,Pro,8,19,46,96,2,4,0
USER_01915,Enterprise,18,69,135,2495,10,42,0
USER_01916,Enterprise,17,57,169,2474,12,25,0
USER_01917,Pro,0,23,0,96,3,6,0
USER_01918,Pro,5,27,50,92,4,5,0
USER_01919,Pro,8,22,51,105,4,8,0
USER_01920,Pro,7,33,39,88,2,6,0
USER_01921,Pro,7,31,0,86,1,5,0
USER_01922,Pro,11,23,51,114,2,2,0
USER_01923,Pro,6,27,47,94,1,7,0
USER_01924,Enterprise,19,56,143,2490,10,37,0
USER_01925,Pro,10,20,0,105,3,8,0
USER_01926,Pro,8,24,39,93,1,4,0
USER_01927,Pro,7,28,52,107,2,6,0
USER_01928,Pro,10,34,61,101,1,6,0
USER_01929,Pro,6,21,48,105,0,6,0
USER_01930,Pro,10,19,37,102,4,1,1
USER_01931,Pro,10,17,62,96,2,3,0
USER_01932,Pro,2,19,47,0,1,3,0
USER_01933,Pro,7,27,0,90,2,6,0
USER_01934,Pro,5,30,41,97,0,4,0
USER_01935,Enterprise,16,56,156,2489,0,36,1
USER_01936,Pro,10,26,49,91,5,5,0
USER_01937,Enterprise,15,62,141,2437,8,24,1
USER_01938,Pro,10,26,52,84,0,8,0
USER_01939,Pro,10,19,53,86,4,7,0
USER_01940,Pro,12,23,42,95,0,4,1
USER_01941,Pro,7,22,42,98,1,7,0
USER_01942,Enterprise,18,69,142,2545,0,25,0
USER_01943,Enterprise,19,65,148,2488,8,0,0
USER_01944,Enterprise,18,69,157,2513,5,32,0
USER_01945,Pro,7,19,49,108,1,2,1
USER_01946,Pro,11,24,54,117,0,7,1
USER_01947,Pro,7,29,46,103,4,1,0
USER_01948,Pro,7,26,61,96,1,4,0
USER_01949,Pro,9,26,50,114,1,5,0
USER_01950,Pro,0,16,42,95,1,8,0
USER_01951,Pro,1,29,53,116,0,4,1
USER_01952,Pro,8,22,56,112,5,5,0
USER_01953,Enterprise,26,61,167,2534,8,29,0
USER_01954,Enterprise,22,53,143,2569,0,24,0
USER_01955,Enterprise,22,55,139,2500,4,39,0
USER_01956,Pro,7,0,49,102,1,5,1
USER_01957,Pro,9,22,55,113,0,2,1
USER_01958,Pro,10,30,50,95,2,4,0
USER_01959,Enterprise,19,0,135,2394,14,20,0
USER_01960,Pro,5,14,51,104,3,6,1
USER_01961,Pro,9,20,50,111,1,7,0
USER_01962,Enterprise,15,73,168,2521,7,26,0
USER_01963,Pro,0,23,44,97,1,5,0
USER_01964,Pro,11,0,59,102,1,7,0
USER_01965,Pro,16,29,39,100,2,6,0
USER_01966,Pro,0,28,64,0,1,6,0
USER_01967,Pro,10,23,48,93,2,4,0
USER_01968,Pro,4,20,51,102,3,6,0
USER_01969,Pro,6,25,57,87,0,3,0
USER_01970,Pro,0,32,42,113,3,6,0
USER_01971,Enterprise,18,65,154,2476,7,26,1
USER_01972,Pro,6,21,58,118,0,2,1
USER_01973,Pro,4,28,50,108,4,3,0
USER_01974,Pro,12,23,54,73,2,6,0
USER_01975,Enterprise,12,65,150,2480,8,27,0
USER_01976,Pro,9,22,0,84,1,2,0
USER_01977,Pro,6,26,0,106,2,3,0
USER_01978,Enterprise,18,50,135,2446,0,30,0
USER_01979,Enterprise,15,75,160,2457,11,32,0
USER_01980,Pro,9,34,55,85,0,4,0
USER_01981,Enterprise,10,61,165,2499,8,27,0
USER_01982,Pro,8,26,60,100,0,7,0
USER_01983,Pro,7,28,47,104,1,1,0
USER_01984,Pro,4,24,51,106,1,8,0
USER_01985,Pro,9,19,36,101,1,6,0
USER_01986,Enterprise,19,65,152,2564,6,31,0
USER_01987,Pro,7,20,56,103,1,4,0
USER_01988,Pro,7,36,55,110,2,4,0
USER_01989,Enterprise,24,58,129,2483,9,0,0
USER_01990,Enterprise,0,60,132,2449,5,35,0
USER_01991,Pro,10,21,37,90,1,5,0
USER_01992,Pro,10,23,50,91,2,4,0
USER_01993,Pro,0,19,41,94,0,0,1
USER_01994,Enterprise,18,58,152,2478,9,0,0
USER_01995,Pro,6,23,50,100,1,3,0
USER_01996,Enterprise,13,47,147,2560,14,24,0
USER_01997,Pro,5,19,51,115,0,1,1
USER_01998,Pro,7,26,48,98,3,11,0
USER_01999,Pro,16,0,51,119,1,0,0
USER_02000,Pro,9,26,43,101,1,3,0
USER_02001,Pro,5,26,54,100,1,7,0
USER_02002,Enterprise,16,69,174,2548,11,32,0
USER_02003,Pro,12,25,42,97,5,8,0
USER_02004,Pro,8,34,50,110,1,7,0
USER_02005,Enterprise,14,77,154,2514,9,39,0
USER_02006,Pro,14,27,56,104,3,4,0
USER_02007,Enterprise,21,66,163,2556,4,30,0
USER_02008,Pro,5,24,48,98,2,9,0
USER_02009,Pro,8,23,43,89,3,3,0
USER_02010,Pro,11,23,58,110,6,3,0
USER_02011,Pro,9,25,60,88,0,8,0
USER_02012,Enterprise,20,65,163,2590,8,32,0
USER_02013,Pro,10,25,0,96,2,6,0
USER_02014,Pro,7,21,65,107,3,2,0
USER_02015,Pro,9,27,36,124,2,11,0
USER_02016,Pro,9,18,44,106,0,5,0
USER_02017,Enterprise,18,56,164,2626,9,33,0
USER_02018,Pro,10,30,49,96,0,6,0
USER_02019,Pro,7,0,48,97,4,6,0
USER_02020,Enterprise,17,49,126,2556,11,33,0
USER_02021,Pro,9,27,39,94,1,5,0
USER_02022,Enterprise,19,58,147,2479,13,30,0
USER_02023,Pro,2,24,59,94,2,4,0
USER_02024,Pro,6,23,49,87,3,5,0
USER_02025,Pro,10,28,53,114,0,7,0
USER_02026,Enterprise,16,57,156,2473,7,27,0
USER_02027,Enterprise,16,59,160,2530,0,31,0
USER_02028,Pro,8,31,50,109,1,4,0
USER_02029,Pro,5,0,61,113,2,5,0
USER_02030,Pro,8,23,44,85,3,9,0
USER_02031,Pro,8,30,41,114,4,3,0
USER_02032,Pro,9,18,55,91,2,4,0
USER_02033,Enterprise,23,70,158,2527,0,27,0
USER_02034,Pro,10,29,45,103,2,6,0
USER_02035,Pro,5,34,57,85,1,7,0
USER_02036,Pro,8,30,51,92,1,6,0
USER_02037,Pro,7,26,45,98,3,7,0
USER_02038,Pro,6,22,39,95,1,4,0
USER_02039,Pro,7,40,41,101,3,6,0
USER_02040,Enterprise,21,48,0,2509,10,39,1
USER_02041,Pro,9,21,41,85,1,6,0
USER_02042,Pro,12,21,41,102,0,9,0
USER_02043,Pro,6,32,34,96,3,3,0
USER_02044,Enterprise,25,63,144,2614,8,23,0
USER_02045,Enterprise,21,51,144,2469,11,31,0
USER_02046,Pro,8,22,48,0,0,4,0
USER_02047,Enterprise,24,71,161,2562,8,30,0
USER_02048,Pro,5,29,54,0,1,6,0
USER_02049,Pro,6,33,45,101,2,5,0
USER_02050,Pro,10,27,51,103,1,3,0
USER_02051,Pro,8,23,57,96,2,6,0
USER_02052,Pro,3,28,47,89,2,8,0
USER_02053,Enterprise,26,56,165,2527,12,30,0
USER_02054,Enterprise,16,59,127,2633,6,31,0
USER_02055,Pro,10,24,0,112,2,3,0
USER_02056,Pro,12,25,64,0,4,5,0
USER_02057,Pro,5,16,0,87,3,4,0
USER_02058,Pro,9,19,45,93,5,2,0
USER_02059,Pro,10,26,39,99,0,3,0
USER_02060,Pro,0,27,59,98,1,4,0
USER_02061,Pro,4,24,54,105,4,1,1
USER_02062,Enterprise,19,0,168,2479,6,26,0
USER_02063,Pro,10,0,57,116,1,3,0
USER_02064,Pro,7,25,41,114,1,7,0
USER_02065,Enterprise,27,69,135,2491,16,34,0
USER_02066,Pro,8,0,51,98,4,7,0
USER_02067,Pro,5,24,59,108,3,4,0
USER_02068,Pro,5,18,58,94,3,3,0
USER_02069,Pro,11,25,52,120,4,4,0
USER_02070,Enterprise,26,64,133,2598,10,25,0
USER_02071,Pro,4,20,74,106,6,3,0
USER_02072,Pro,7,18,52,104,0,4,0
USER_02073,Enterprise,0,57,133,2509,11,38,0
USER_02074,Enterprise,18,52,137,2512,13,29,0
USER_02075,Enterprise,20,59,150,2427,7,32,0
USER_02076,Pro,7,20,56,87,3,3,0
USER_02077,Pro,11,29,51,120,1,2,0
USER_02078,Enterprise,21,61,154,2494,11,29,0
USER_02079,Enterprise,19,60,134,2563,11,41,0
USER_02080,Pro,8,18,44,94,0,5,0
USER_02081,Pro,8,18,53,93,3,7,0
USER_02082,Pro,7,27,49,0,3,5,0
USER_02083,Enterprise,22,54,163,2553,6,39,0
USER_02084,Pro,8,36,46,108,4,5,0
USER_02085,Pro,5,24,49,127,0,6,0
USER_02086,Pro,14,24,58,91,2,7,0
USER_02087,Pro,8,28,43,122,1,6,0
USER_02088,Enterprise,20,57,162,2422,0,31,0
USER_02089,Pro,8,28,62,0,2,4,0
USER_02090,Enterprise,15,55,166,2531,14,31,0
USER_02091,Enterprise,25,65,174,2524,9,19,0
USER_02092,Pro,9,23,54,102,1,3,0
USER_02093,Pro,8,27,43,101,4,6,0
USER_02094,Pro,6,36,48,118,0,0,1
USER_02095,Enterprise,17,54,141,2531,13,32,0
USER_02096,Pro,10,30,55,97,5,3,0
USER_02097,Pro,8,20,50,117,2,5,0
USER_02098,Enterprise,17,58,149,2496,5,30,0
USER_02099,Pro,4,25,57,102,0,7,1
USER_02100,Enterprise,13,61,157,2531,15,37,0
USER_02101,Pro,5,24,44,102,0,4,0
USER_02102,Pro,9,0,52,96,1,0,0
USER_02103,Pro,5,28,0,97,3,5,0
USER_02104,Enterprise,23,70,142,2528,12,30,0
USER_02105,Pro,12,23,0,103,2,4,0
USER_02106,Enterprise,26,43,146,2512,20,20,0
USER_02107,Enterprise,14,65,136,2433,5,34,0
USER_02108,Pro,7,23,44,101,2,8,0
USER_02109,Enterprise,25,47,137,2485,17,33,0
USER_02110,Pro,7,25,40,108,0,7,0
USER_02111,Pro,13,25,55,111,3,5,0
USER_02112,Pro,16,24,62,100,1,6,0
USER_02113,Enterprise,0,63,150,2424,5,20,0
USER_02114,Pro,10,24,47,97,3,5,0
USER_02115,Pro,10,23,47,104,1,8,0
USER_02116,Pro,3,12,52,95,1,12,0
USER_02117,Pro,13,23,58,89,3,6,0
USER_02118,Pro,6,34,56,85,0,2,1
USER_02119,Enterprise,25,53,142,2502,6,30,0
USER_02120,Enterprise,17,69,142,2487,12,39,0
USER_02121,Pro,6,0,54,96,2,5,0
USER_02122,Enterprise,0,56,148,2459,10,28,1
USER_02123,Pro,7,19,39,111,4,0,0
USER_02124,Enterprise,17,53,156,2535,10,32,0
USER_02125,Pro,12,24,50,93,2,8,0
USER_02126,Pro,10,31,50,106,3,2,0
USER_02127,Pro,10,20,47,90,2,6,0
USER_02128,Enterprise,22,55,173,2555,0,25,0
USER_02129,Pro,5,31,42,103,1,0,1
USER_02130,Pro,6,17,50,90,2,0,0
USER_02131,Pro,3,21,56,109,3,9,0
USER_02132,Pro,7,20,50,93,3,4,0
USER_02133,Pro,8,19,53,108,0,1,0
USER_02134,Enterprise,19,56,160,2517,0,30,0
USER_02135,Enterprise,23,61,138,0,13,37,0
USER_02136,Pro,8,26,55,92,1,5,0
USER_02137,Enterprise,16,60,170,2465,6,22,0
USER_02138,Pro,7,0,43,100,2,7,0
USER_02139,Enterprise,19,65,146,2488,13,38,0
USER_02140,Enterprise,19,53,157,2515,14,44,0
USER_02141,Pro,8,27,45,87,0,5,0
USER_02142,Enterprise,28,51,158,2537,9,22,0
USER_02143,Pro,10,30,56,0,2,9,1
USER_02144,Pro,7,31,56,91,3,6,0
USER_02145,Enterprise,32,0,139,2467,15,29,0
USER_02146,Pro,9,30,51,83,3,4,0
USER_02147,Pro,14,12,46,113,1,3,0
USER_02148,Pro,8,25,39,0,1,11,0
USER_02149,Enterprise,24,45,152,2512,11,33,0
USER_02150,Pro,12,28,49,105,2,9,0
USER_02151,Pro,8,33,48,112,1,3,0
USER_02152,Enterprise,18,56,130,2479,8,29,1
USER_02153,Enterprise,19,63,156,2424,0,32,0
USER_02154,Pro,7,23,37,90,2,0,0
USER_02155,Pro,3,20,45,98,2,1,0
USER_02156,Pro,8,22,54,87,0,2,0
USER_02157,Pro,5,23,62,97,0,9,1
USER_02158,Pro,7,23,55,96,3,3,0
USER_02159,Enterprise,13,0,139,2381,3,22,0
USER_02160,Pro,6,18,51,80,2,4,0
USER_02161,Pro,5,23,34,98,2,3,0
USER_02162,Pro,9,27,61,107,1,4,0
USER_02163,Enterprise,19,73,142,2534,12,24,0
USER_02164,Pro,6,38,44,111,2,6,0
USER_02165,Enterprise,22,0,132,2435,8,29,0
USER_02166,Pro,8,34,55,104,1,3,0
USER_02167,Pro,9,31,56,104,2,3,0
USER_02168,Pro,3,22,36,105,2,4,1
USER_02169,Pro,0,20,65,110,0,0,0
USER_02170,Pro,0,30,0,106,3,10,0
USER_02171,Pro,5,19,50,103,3,6,0
USER_02172,Pro,5,17,40,104,1,6,0
USER_02173,Enterprise,21,57,143,2484,9,34,0
USER_02174,Pro,11,19,48,118,3,2,0
USER_02175,Enterprise,15,57,128,2549,11,29,0
USER_02176,Pro,11,21,52,118,4,3,0
USER_02177,Pro,14,20,43,85,3,8,0
USER_02178,Pro,11,19,55,98,5,5,0
USER_02179,Pro,7,35,53,90,1,8,0
USER_02180,Pro,4,19,49,100,2,7,0
USER_02181,Pro,8,34,58,102,2,6,0
USER_02182,Pro,4,24,58,113,2,6,0
USER_02183,Pro,7,22,48,107,2,4,0
USER_02184,Pro,10,21,57,124,2,1,0
USER_02185,Enterprise,27,54,130,2513,8,43,0
USER_02186,Enterprise,19,54,0,2503,12,31,0
USER_02187,Enterprise,17,57,147,2487,13,29,0
USER_02188,Enterprise,31,56,149,2535,8,0,1
USER_02189,Pro,9,24,54,105,3,1,0
USER_02190,Pro,6,25,54,103,2,9,1
USER_02191,Enterprise,9,61,147,2478,0,30,0
USER_02192,Pro,7,20,43,100,2,3,0
USER_02193,Pro,6,28,46,89,2,2,1
USER_02194,Pro,5,26,53,95,4,6,1
USER_02195,Pro,13,23,49,94,2,3,0
USER_02196,Pro,10,0,49,109,0,6,0
USER_02197,Enterprise,19,55,136,2481,10,21,0
USER_02198,Pro,13,23,45,91,2,5,0
USER_02199,Pro,7,31,50,101,4,7,0
USER_02200,Enterprise,16,59,159,2459,9,25,0
USER_02201,Pro,10,27,58,103,3,2,0
USER_02202,Pro,9,22,59,107,2,3,0
USER_02203,Pro,0,28,43,108,1,3,0
USER_02204,Enterprise,25,65,137,2461,7,27,0
USER_02205,Enterprise,20,0,178,2492,9,30,0
USER_02206,Pro,7,32,59,97,1,8,0
USER_02207,Enterprise,10,73,133,2500,8,37,0
USER_02208,Pro,10,30,51,118,3,6,0
USER_02209,Enterprise,16,63,148,2540,10,20,0
USER_02210,Enterprise,25,74,150,2414,3,0,1
USER_02211,Enterprise,19,59,132,2508,6,38,0
USER_02212,Pro,5,29,47,106,2,9,0
USER_02213,Enterprise,23,60,152,2421,9,30,0
USER_02214,Enterprise,24,61,157,2502,6,23,0
USER_02215,Pro,7,28,56,127,2,7,0
USER_02216,Enterprise,22,81,145,2625,6,34,0
USER_02217,Pro,8,25,61,97,4,5,0
USER_02218,Enterprise,21,58,153,2515,10,21,0
USER_02219,Pro,12,26,45,94,3,4,0
